"code","name","state","district","subdivision","pop","tier","lat","lon","canonical"
"MARIGAON","Morigaon","ASSAM","MORIGAON","ASSAM & MEGHALAYA",29164,3,26.29,92.26,true
"MAT","MATHERAN","MAHARASHTRA","RAIGAD","KONKAN & GOA",195373,3,18.98,73.28,true
"MATHAVARAM","Mathavaram","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",4681087,1,13.14,80.22,true
"MATHURA","Mathura","UTTAR PRADESH","MATHURA","WEST UTTAR PRADESH",330511,2,27.59,77.61,false
"MAUNATH","Mau","UTTAR PRADESH","MAU","EAST UTTAR PRADESH",246050,2,26.1,83.55,true
"MAYURBHANJ","Mayurbhanj","ODISHA","MAYURBHANJ","ODISHA",116849,3,21.92,86.42,true
"MBN","Mahabubnagar","TELANGANA","MAHABUBNAGAR","TELANGANA",190400,3,16.75,78,true
"MDI","Mandi","HIMACHAL PRADESH","MANDI","HIMACHAL PRADESH",28217,3,31.72,76.97,true
"MDK","Medak\r\n\r\n","TELANGANA","MEDAK","TELANGANA",46880,3,18.05,78.27,true
"MDP","Midnapore","WEST BENGAL","WEST MIDNAPORE","GANGETIC WEST BENGAL",219665,2,22.42,87.32,true
"MDR","MADURAI","TAMILNADU","MADURAI","TAMILNADU, PUDUCHERRY & KARAIKAL",1465625,1,9.92,78.12,true
"MDS","Chennai","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",4681087,1,12.98,80.17,true
"MDV","Kutch","GUJARAT","KUTCH","SAURASHTRA & KUTCH",247992,2,22.82,69.27,false
"MDY","Mandya","KARNATAKA","MANDYA","SOUTHERN INTERIOR KARNATAKA",137358,3,12.5,76.83,true
"MEDAK","Medak","TELANGANA","MEDAK","TELANGANA",46880,3,17.97,78.19,true
"MEDCHAL","M. Malkajgiri","TELANGANA","M. MALKAJGIRI","TELANGANA",341709,2,17.53,78.56,true
"MEERUT","Meerut","UTTAR PRADESH","MEERUT","WEST UTTAR PRADESH",1223184,1,28.95,77.79,false
"MEHSANA","Mehsana","GUJARAT","MEHSANA","GUJARAT REGION",190753,3,23.57,72.4,true
"MEWAT","Nuh","HARYANA","NUH","DELHI, HARYANA AND CHANDIGARH",24750,3,27.99,77.1,true
"MHV","MAHUVA","GUJARAT","BHAVNAGAR","SAURASHTRA & KUTCH",605882,2,21.08,71.78,true
"MINJUR","Minjur","TAMILNADU","THIRUVALLUR","TAMILNADU, PUDUCHERRY & KARAIKAL",345996,2,13.26,80.25,true
"MIRZAPUR","Mirzapur","UTTAR PRADESH","MIRZAPUR","EAST UTTAR PRADESH",220029,2,24.94,82.63,true
"MJB","Majbat","ASSAM","UDALGURI","ASSAM & MEGHALAYA",17183,3,26.79,92.29,true
"MJK","MALANJKHAND","MADHYA PRADESH","BALAGHAT","EAST MADHYA PRADESH",84261,3,22,80.7,true
"MKS","Mukteshwar","UTTARAKHAND","NAINITAL","UTTARAKHAND",139497,3,29.47,79.65,true
"MLD","Malda","WEST BENGAL","MALDA","SHWB & SIKKIM",170039,3,25.03,88.13,true
"MLG","Malegaon","MAHARASHTRA","NASHIK","MADHYA MAHARASHTRA",1486053,1,20.55,74.53,true
"MLI","Manali","HIMACHAL PRADESH","KULLU","HIMACHAL PRADESH",19831,3,32.27,77.17,true
"MMG","South Goa","GOA","SOUTH GOA","KONKAN & GOA",102345,3,15.39,73.81,true
"MNC","Lakshadweep","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",11210,3,8.3,73.04,false
"MND","Mandla","MADHYA PRADESH","MANDLA","EAST MADHYA PRADESH",55133,3,22.58,80.37,true
"MNG","Mangaluru","KARNATAKA","DAKSHINA KANNADA","COASTAL KARNATAKA",499487,2,12.92,74.88,true
"MOGA","Moga","PUNJAB","MOGA","PUNJAB",163397,3,30.8,75.16,true
"MOHALI","Sas Nagar","PUNJAB","SAS NAGAR","PUNJAB",166864,3,30.75,76.65,true
"MOKAKCHUNG","Mokokchung","NAGALAND","MOKOKCHUNG","NMMT",35913,3,26.48,94.53,true
"MON","Mon","NAGALAND","MON","NMMT",26328,3,26.74,95.01,true
"MORADABAD","Moradabad","UTTAR PRADESH","MORADABAD","WEST UTTAR PRADESH",721139,2,28.98,78.8,false
"MORBI","Morbi","GUJARAT","MORBI","SAURASHTRA & KUTCH",210451,2,22.76,70.84,true
"MORENA","Morena","MADHYA PRADESH","MORENA","WEST MADHYA PRADESH",200482,2,26.39,77.83,true
"MPR","Mainpuri","UTTAR PRADESH","MAINPURI","WEST UTTAR PRADESH",94619,3,27.23,79.05,true
"MPT","Machilipatnam","ANDHRA PRADESH","KRISHNA","COASTAL ANDHRA PRADESH & YANAM",192827,3,16.2,81.15,true
"MRD","Moradabad","UTTAR PRADESH","MORADABAD","WEST UTTAR PRADESH",721139,2,28.83,78.75,true
"MRI","Madikeri","KARNATAKA","KODAGU","SOUTHERN INTERIOR KARNATAKA",33540,3,12.42,75.73,true
"MRT","Meerut","UTTAR PRADESH","MEERUT","WEST UTTAR PRADESH",1223184,1,29.02,77.63,true
"MSR","Dehradun","UTTARAKHAND","DEHRADUN","UTTARAKHAND",522081,2,30.45,78.08,false
"MTH","Motihari","BIHAR","EAST CHAMPARAN","BIHAR",126158,3,26.67,84.92,true
"MTR","Mathura","UTTAR PRADESH","MATHURA","WEST UTTAR PRADESH",330511,2,27.5,77.68,true
"MUKTINATH","Muktinath","","","",,,28.8,83.85,true
"MUKTSAR","Muktsar","PUNJAB","MUKTSAR","PUNJAB",116747,3,30.28,74.54,true
"MUMBAI","Mumbai City","MAHARASHTRA","MUMBAI CITY","KONKAN & GOA",700000,2,18.95,72.83,true
"MUN","Pithoragarh","UTTARAKHAND","PITHORAGARH","UTTARAKHAND",47571,3,30.12,80.25,true
"MUNGELI","Mungeli","CHHATTISGARH","MUNGELI","CHHATTISGARH",36450,3,22.15,81.73,true
"MUNGER","Munger","BIHAR","MUNGER","BIHAR",213303,2,25.23,86.52,false
"MURSHIDABAD","Murshidabad","WEST BENGAL","MURSHIDABAD","GANGETIC WEST BENGAL",180547,3,24.29,88.28,true
"MUSSOORIE","Mussoorie","UTTARAKHAND","DEHRADUN","UTTARAKHAND",522081,2,30.47,78.05,true
"MUZAFFARABAD","Kupwara","JAMMU & KASHMIR (UT)","KUPWARA","JAMMU & KASHMIR AND LADAKH",21771,3,34.55,74.15,true
"MUZAFFARNAGAR","Shamli","UTTAR PRADESH","SHAMLI","WEST UTTAR PRADESH",97966,3,29.34,77.42,true
"MUZAFFARPUR","Muzaffarpur","BIHAR","MUZAFFARPUR","BIHAR",354462,2,26.15,85.32,false
"MWR","Mahabaleshwar","MAHARASHTRA","SATARA","MADHYA MAHARASHTRA",120195,3,17.93,73.67,true
"MYB","Maya Bandar","ANDAMAN & NICOBAR ISLANDS (UT)","NORTH & MIDDLE ANDAMAN","ANDAMAN & NICOBAR ISLANDS",42877,3,12.92,92.92,true
"MYS","Mysuru","KARNATAKA","MYSURU","SOUTHERN INTERIOR KARNATAKA",920550,2,12.3,76.7,true
"MYSORE","Mysuru","KARNATAKA","MYSURU","SOUTHERN INTERIOR KARNATAKA",920550,2,12.2,76.52,false
"MZF","Muzaffarpur","BIHAR","MUZAFFARPUR","BIHAR",354462,2,26.12,85.4,true
"Masaurhi_bihar","Patna","BIHAR","PATNA","BIHAR",1684297,1,25.558,84.9077,false
"N-EAST-DELHI","Ghaziabad","UTTAR PRADESH","GHAZIABAD","WEST UTTAR PRADESH",1199191,1,28.71,77.29,false
"N-WEST-DELHI","West Delhi","DELHI (UT)","WEST DELHI","DELHI, HARYANA AND CHANDIGARH",283211,2,28.7,77.07,true
"NABARANGPUR","Nawarangpur","ODISHA","NAWARANGPUR","ODISHA",1220946,1,19.61,82.42,true
"NAGAON","Nagaon","ASSAM","NAGAON","ASSAM & MEGHALAYA",121628,3,26.4,92.77,false
"NAGAPATTINAM","Mayiladuthurai","TAMILNADU","MAYILADUTHURAI","TAMILNADU, PUDUCHERRY & KARAIKAL",86660,3,11.1,79.77,true
"NAGARKURNOOL","Nagarkurnool","TELANGANA","NAGARKURNOOL","TELANGANA",29439,3,16.42,78.67,true
"NAGAUR","Nagaur","RAJASTHAN","NAGAUR","WEST RAJASTHAN",105218,3,27.06,74.24,true
"NAGPUR","Nagpur","MAHARASHTRA","NAGPUR","VIDARBHA",2405665,1,21.15,78.96,false
"NAINBAGH","Nainbagh","UTTARAKHAND","GARHWAL TEHRI","UTTARAKHAND",27611,3,30.57,78.01,true
"NAINITAL","Nainital","UTTARAKHAND","NAINITAL","UTTARAKHAND",139497,3,29.3,79.41,true
"NALANDA","Nalanda","BIHAR","NALANDA","BIHAR",297268,2,25.22,85.55,true
"NALBARI","Nalbari","ASSAM","NALBARI","ASSAM & MEGHALAYA",27839,3,26.36,91.4,true
"NALGONDA","Nalgonda","TELANGANA","NALGONDA","TELANGANA",154326,3,16.86,79.16,true
"NAMAKKAL","Namakkal","TAMILNADU","NAMAKKAL","TAMILNADU, PUDUCHERRY & KARAIKAL",195071,3,11.3,78.1,true
"NAMSAI","Lohit","ARUNACHAL PRADESH","LOHIT","ARUNACHAL PRADESH",18184,3,27.67,95.95,false
"NANDED","Nanded","MAHARASHTRA","NANDED","MARATHWADA",550564,2,19.1,77.65,false
"NANDURBAR","Nandurbar","MAHARASHTRA","NANDURBAR","MADHYA MAHARASHTRA",111037,3,21.65,74.25,true
"NAR","NARSINGHPUR","MADHYA PRADESH","NARSINGHPUR","EAST MADHYA PRADESH",59966,3,22.95,79.18,true
"NARAYANPUR","Narayanpur","CHHATTISGARH","NARAYANPUR","CHHATTISGARH",22106,3,19.56,81.09,true
"NARMADA","Narmada","GUJARAT","NARMADA","GUJARAT REGION",35392,3,21.84,73.65,true
"NARSINGPUR","Narsinghpur","MADHYA PRADESH","NARSINGHPUR","EAST MADHYA PRADESH",59966,3,22.94,79.04,false
"NAS","Nasik","MAHARASHTRA","NASHIK","MADHYA MAHARASHTRA",1486053,1,20,73.78,true
"NASIK","Nashik","MAHARASHTRA","NASHIK","MADHYA MAHARASHTRA",1486053,1,20.23,74.1,false
"NAVSARI","Navsari","GUJARAT","NAVSARI","GUJARAT REGION",510879,2,20.8,73.1,true
"NAWADA","Nawada","BIHAR","NAWADA","BIHAR",98029,3,24.82,85.66,true
"NAWANSHAHR","Sbs Nagar","PUNJAB","SBS NAGAR","PUNJAB",46024,3,31.08,76.15,true
"NAYAGARH","Nayagarh","ODISHA","NAYAGARH","ODISHA",17238,3,20.34,84.97,true
"NCW","Nancowrie","ANDAMAN & NICOBAR ISLANDS (UT)","NICOBAR","ANDAMAN & NICOBAR ISLANDS",,,7.98,93.53,true
"NDB","Nandurbar","MAHARASHTRA","NANDURBAR","MADHYA MAHARASHTRA",111037,3,21.33,74.25,false
"NDG","NANDIGAMA","ANDHRA PRADESH","NTR DISTRICT","COASTAL ANDHRA PRADESH & YANAM",1143232,1,16.78,80.28,true
"NDL","NANDYAL","ANDHRA PRADESH","NANDYAL","RAYALSEEMA",211424,2,15.47,78.48,true
"NDV","Nidadavolu","ANDHRA PRADESH","EAST GODAVARI","COASTAL ANDHRA PRADESH & YANAM",376333,2,16.9,81.66,true
"NEEMUCH","Neemuch","MADHYA PRADESH","NEEMUCH","WEST MADHYA PRADESH",128561,3,24.55,75.16,true
"NELLORE","Spsr Nellore","ANDHRA PRADESH","SPSR NELLORE","COASTAL ANDHRA PRADESH & YANAM",547621,2,14.3,79.8,false
"NEW-DELHI","New Delhi","DELHI (UT)","NEW DELHI","DELHI, HARYANA AND CHANDIGARH",317797,2,28.56,77.15,true
"NGB","Chennai (Meenambakkam)","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",4681087,1,13.07,80.25,true
"NGP","Nagpur","MAHARASHTRA","NAGPUR","VIDARBHA",2405665,1,21.15,79.12,false
"NGR","Nagaur","RAJASTHAN","NAGAUR","WEST RAJASTHAN",105218,3,27.17,73.67,false
"NICOBAR","Nicobar","ANDAMAN & NICOBAR ISLANDS (UT)","NICOBAR","ANDAMAN & NICOBAR ISLANDS",,,8.01,93.33,false
"NILGIRIS","Nilgiris","TAMILNADU","NILGIRIS","TAMILNADU, PUDUCHERRY & KARAIKAL",233426,2,11.45,76.62,true
"NIRMAL","Nirmal","TELANGANA","NIRMAL","TELANGANA",88433,3,19.09,78.35,true
"NIZAMABAD","Nizamabad","TELANGANA","NIZAMABAD","TELANGANA",311152,2,18.73,78.18,false
"NJB","Bijnor","UTTAR PRADESH","BIJNOR","WEST UTTAR PRADESH",84593,3,29.62,78.38,true
"NLA","Naliya","GUJARAT","KUTCH","SAURASHTRA & KUTCH",247992,2,23.25,68.85,true
"NLAKHIMPUR","Lakhimpur","ASSAM","LAKHIMPUR","ASSAM & MEGHALAYA",59841,3,27.17,94.14,true
"NLG","Nalgonda\r\n\r\n","TELANGANA","NALGONDA","TELANGANA",154326,3,17,79.25,true
"NLM","Malappuram","KERALA","MALAPPURAM","KERALA & MAHE",105512,3,11.28,76.23,false
"NLR","Nellore","ANDHRA PRADESH","SPSR NELLORE","COASTAL ANDHRA PRADESH & YANAM",547621,2,14.45,79.98,true
"NMC","Neemuch","MADHYA PRADESH","NEEMUCH","WEST MADHYA PRADESH",128561,3,24.47,74.9,false
"NND","Nanded","MAHARASHTRA","NANDED","MARATHWADA",550564,2,19.08,77.33,true
"NOIDA","Gautam Buddha Nagar","UTTAR PRADESH","GAUTAM BUDDHA NAGAR","WEST UTTAR PRADESH",293908,2,28.5,77.46,true
"NONEY","Tamenglong","MANIPUR","TAMENGLONG","NMMT",19363,3,24.68,93.42,true
"NORTH-DELHI","North Delhi","DELHI (UT)","NORTH DELHI","DELHI, HARYANA AND CHANDIGARH",860000,2,28.78,77.1,false
"NORTH-DINAJPUR","North Dinajpur","WEST BENGAL","NORTH DINAJPUR","SHWB & SIKKIM",170252,3,25.87,88.17,true
"NORTH-DISTRICT","Mangan","SIKKIM","MANGAN","SHWB & SIKKIM",,,27.75,88.51,false
"NORTH-GARO","North Garo Hills","MEGHALAYA","NORTH GARO HILLS","ASSAM & MEGHALAYA",19595,3,25.88,90.68,true
"NORTH-GOA","North Goa","GOA","NORTH GOA","KONKAN & GOA",70991,3,15.53,73.98,true
"NORTH-MIDDLE","North-Middle","","","",,,12.87,93.46,true
"NORTH-TRIPURA","North Tripura","TRIPURA","NORTH TRIPURA","NMMT",40595,3,23.96,92.22,true
"NPT","Nagapattinam","TAMILNADU","NAGAPATTINAM","TAMILNADU, PUDUCHERRY & KARAIKAL",102905,3,10.77,79.85,true
"NRN","Narnaul","HARYANA","MAHENDRAGARH","DELHI, HARYANA AND CHANDIGARH",74581,3,28,76.08,true
"NSK","Nashik","MAHARASHTRA","NASHIK","MADHYA MAHARASHTRA",1486053,1,20.13,73.92,true
"NSP","Narasapur","ANDHRA PRADESH","WEST GODAVARI","COASTAL ANDHRA PRADESH & YANAM",146961,3,16.43,81.7,true
"NTL","Nanital","UTTARAKHAND","NAINITAL","UTTARAKHAND",139497,3,29.4,79.47,true
"NTW","Maharajganj","UTTAR PRADESH","MAHARAJGANJ","EAST UTTAR PRADESH",32587,3,27.43,83.42,false
"NUAPARHE","Nawapara","ODISHA","NAWAPARA","ODISHA",18967,3,20.54,82.6,true
"NWG","NOWGONG","MADHYA PRADESH","CHHATARPUR","EAST MADHYA PRADESH",142128,3,25.07,79.45,true
"NZB","Nizamabad","TELANGANA","NIZAMABAD","TELANGANA",311152,2,18.67,78.1,true
"OKH","Okha","GUJARAT","DEVBHOOMI DWARKA","SAURASHTRA & KUTCH",62052,3,22.48,69.12,true
"ONG","Prakasam","ANDHRA PRADESH","PRAKASAM","COASTAL ANDHRA PRADESH & YANAM",208344,2,15.5,80.08,true
"ORI","ORAI","UTTAR PRADESH","JALAUN","WEST UTTAR PRADESH",158265,3,25.98,79.5,true
"ORISSA","Orissa","ODISHA","KENDRAPARA","ODISHA",47006,3,20.5,86.7,true
"OSMANABAD","Dharashiv","MAHARASHTRA","DHARASHIV","MARATHWADA",112085,3,18.5,75.8,true
"Osmanabad","Osmanabad","MAHARASHTRA","DHARASHIV","MARATHWADA",112085,3,18.207,76.1784,true
"PAKAUR","Pakur","JHARKHAND","PAKUR","JHARKHAND",45840,3,24.53,87.65,true
"PALAKKAD","Palakkad","KERALA","PALAKKAD","KERALA & MAHE",132728,3,10.85,76.57,false
"PALAM","Delhi (Palam)","DELHI (UT)","NEW DELHI","DELHI, HARYANA AND CHANDIGARH",317797,2,28.55,77.1,true
"PALAMAU","Palamu","JHARKHAND","PALAMU","JHARKHAND",78396,3,24.22,84.2,true
"PALGHAR","Palghar","MAHARASHTRA","PALGHAR","KONKAN & GOA",1222390,1,19.76,73.07,false
"PALI","Pali","RAJASTHAN","PALI","WEST RAJASTHAN",230075,2,25.61,73.59,false
"PALLIKARANAI","Pallikaranai","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",4681087,1,12.92,80.2,true
"PALWAL","Palwal","HARYANA","PALWAL","DELHI, HARYANA AND CHANDIGARH",131926,3,28.06,77.31,true
"PANCHKULA","Panchkula","HARYANA","PANCHKULA","DELHI, HARYANA AND CHANDIGARH",211355,2,30.65,77.05,true
"PANCHMAHAL","Panchmahal","GUJARAT","PANCHMAHAL","GUJARAT REGION",143644,3,22.87,73.68,true
"PANCHSHEEL","Meerut","UTTAR PRADESH","MEERUT","WEST UTTAR PRADESH",1223184,1,28.77,77.78,false
"PANIPAT","Panipat","HARYANA","PANIPAT","DELHI, HARYANA AND CHANDIGARH",295970,2,29.33,76.9,true
"PANNA","Panna","MADHYA PRADESH","PANNA","EAST MADHYA PRADESH",59091,3,24.47,80.21,false
"PANTNAGAR","Pantnagar","UTTARAKHAND","UDHAM SINGH NAGAR","UTTARAKHAND",154554,3,29.03,79.46,true
"PAPUMPARA","Papumpara","ARUNACHAL PRADESH","PAPUMPARA","ARUNACHAL PRADESH",59490,3,27.2,93.61,true
"PARBHANI","Parbhani","MAHARASHTRA","PARBHANI","MARATHWADA",307170,2,19.31,76.67,false
"PARO","Paro","","","",,,27.41,89.41,true
"PASHCHIM-CHAMPARAN","West Champaran","BIHAR","WEST CHAMPARAN","BIHAR",132209,3,27.05,84.29,true
"PATAN","Patan","GUJARAT","PATAN","GUJARAT REGION",133737,3,23.77,71.76,true
"PATHANKOT","Pathankot","PUNJAB","PATHANKOT","PUNJAB",174306,3,32.25,75.52,true
"PATIALA","Patiala","PUNJAB","PATIALA","PUNJAB",446246,2,30.34,76.37,false
"PATNA","Patna","BIHAR","PATNA","BIHAR",1684297,1,25.47,85.38,false
"PATTANAMTHITTA","Pathanamthitta","KERALA","PATHANAMTHITTA","KERALA & MAHE",57223,3,9.28,76.98,true
"PAURI","Garhwal Pauri","UTTARAKHAND","GARHWAL PAURI","UTTARAKHAND",27009,3,29.75,78.75,true
"PBD","Porbandar","GUJARAT","PORBANDAR","SAURASHTRA & KUTCH",152760,3,21.65,69.67,true
"PBL","Port Blair","ANDAMAN & NICOBAR ISLANDS (UT)","SOUTH ANDAMAN","ANDAMAN & NICOBAR ISLANDS",112050,3,11.67,92.72,true
"PBN","Pamban","TAMILNADU","RAMANATHAPURAM","TAMILNADU, PUDUCHERRY & KARAIKAL",95579,3,9.27,79.3,true
"PBT","Pilibhit","UTTAR PRADESH","PILIBHIT","WEST UTTAR PRADESH",131008,3,28.63,79.8,true
"PCH","Anantnag","JAMMU & KASHMIR (UT)","ANANTNAG","JAMMU & KASHMIR AND LADAKH",150592,3,34.18,75.51,false
"PCM","Pachmarhi","MADHYA PRADESH","NARMADAPURAM","WEST MADHYA PRADESH",117988,3,22.47,78.43,true
"PDC","Puducherry","PUDUCHERRY (UT)","PUDUCHERRY","TAMILNADU, PUDUCHERRY & KARAIKAL",657209,2,11.92,79.83,true
"PDS","Nanded","MAHARASHTRA","NANDED","MARATHWADA",550564,2,19.75,78.03,false
"PEDDAPALLI","Peddapalle","TELANGANA","PEDDAPALLE","TELANGANA",452261,2,18.62,79.47,true
"PERAMBALUR","Perambalur","TAMILNADU","PERAMBALUR","TAMILNADU, PUDUCHERRY & KARAIKAL",49648,3,11.28,78.9,true
"PEREN","Peren","NAGALAND","PEREN","NMMT",,,25.45,93.64,true
"PERUNGALATHUR","Perungalathur","TAMILNADU","CHENGALPATTU","TAMILNADU, PUDUCHERRY & KARAIKAL",174787,3,12.9,80.08,true
"PHEK","Phek","NAGALAND","PHEK","NMMT",15118,3,25.7,94.38,true
"PHERZAWL","Churachandpur","MANIPUR","CHURACHANDPUR","NMMT",47774,3,24.37,93.11,false
"PHL","Pulwama","JAMMU & KASHMIR (UT)","PULWAMA","JAMMU & KASHMIR AND LADAKH",21680,3,34.02,75.02,false
"PHULBANI","Kandhamal","ODISHA","KANDHAMAL","ODISHA",37371,3,20.15,84.05,true
"PIL","Pilani","RAJASTHAN","JHUNJHUNU","EAST RAJASTHAN",118473,3,28.33,75.58,true
"PILLIBHIT","Pilibhit","UTTAR PRADESH","PILIBHIT","WEST UTTAR PRADESH",131008,3,28.51,80.02,false
"PITHORAGARH","Pithoragarh","UTTARAKHAND","PITHORAGARH","UTTARAKHAND",47571,3,30.12,80.43,false
"PJM","Panjim","GOA","NORTH GOA","KONKAN & GOA",70991,3,15.48,73.82,true
"PKD","PALAKKAD","KERALA","PALAKKAD","KERALA & MAHE",132728,3,10.77,76.65,true
"PLD","PHALODI","RAJASTHAN","JODHPUR","WEST RAJASTHAN",1056191,1,27.13,72.37,true
"PLM","Delhi (Palam)","DELHI (UT)","NEW DELHI","DELHI, HARYANA AND CHANDIGARH",317797,2,28.57,77.1,false
"PLN","Pulbani","ODISHA","KANDHAMAL","ODISHA",37371,3,20.48,84.27,true
"PMY","K. PARAMATHY","TAMILNADU","KARUR","TAMILNADU, PUDUCHERRY & KARAIKAL",234191,2,10.95,78.08,true
"PNA","Panna","MADHYA PRADESH","PANNA","EAST MADHYA PRADESH",59091,3,24.72,80.17,true
"PNB","PANAMBUR","KARNATAKA","DAKSHINA KANNADA","COASTAL KARNATAKA",499487,2,12.95,74.83,true
"PND","Pendra","CHHATTISGARH","GAURELA-PENDRA-MARWAHI","CHHATTISGARH",18165,3,22.77,81.9,true
"PNE","Pune","MAHARASHTRA","PUNE","MADHYA MAHARASHTRA",3124458,1,18.53,73.85,true
"PNG","Asansol","WEST BENGAL","PASHCHIM BARDHAMAN","GANGETIC WEST BENGAL",518872,2,23.47,87.43,true
"PNL","Punalur","KERALA","KOLLAM","KERALA & MAHE",367107,2,9,76.92,true
"PNR","Pantnagar","UTTARAKHAND","UDHAM SINGH NAGAR","UTTARAKHAND",154554,3,29.03,79.47,false
"POKHRA","Pokhra","","","",,,28.23,83.99,true
"POONAMALLE","Poonamalle","TAMILNADU","THIRUVALLUR","TAMILNADU, PUDUCHERRY & KARAIKAL",345996,2,13.04,80.09,true
"POONCH","Poonch","JAMMU & KASHMIR (UT)","POONCH","JAMMU & KASHMIR AND LADAKH",28197,3,33.69,74.22,true
"PORBANDAR","Porbandar","GUJARAT","PORBANDAR","SAURASHTRA & KUTCH",152760,3,21.75,69.76,false
"PORUR","Porur","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",4681087,1,13.03,80.15,true
"PRAKASAM","Prakasam","ANDHRA PRADESH","PRAKASAM","COASTAL ANDHRA PRADESH & YANAM",208344,2,15.64,79.61,false
"PRATAPGARH","Pratapgarh","RAJASTHAN","PRATAPGARH","EAST RAJASTHAN",42079,3,24.02,74.65,true
"PRAYAGRAJ","Prayagraj","UTTAR PRADESH","PRAYAGRAJ","EAST UTTAR PRADESH",1073438,1,25.28,81.93,false
"PRB","Parbhani","MAHARASHTRA","PARBHANI","MARATHWADA",307170,2,19.27,76.77,true
"PRD","Paradip","ODISHA","JAGATSINGHPUR","ODISHA",85868,3,20.3,86.68,true
"PRI","Puri","ODISHA","PURI","ODISHA",200564,2,19.8,85.82,true
"PRL","PURULIA","WEST BENGAL","PURULIA","GANGETIC WEST BENGAL",122533,3,23.33,86.42,true
"PRN","Purnea","BIHAR","BHAGALPUR","BIHAR",400146,2,25.27,87.47,true
"PSD","Pusad","MAHARASHTRA","YEOTMAL","VIDARBHA",128175,3,19.92,77.58,true
"PSG","Passighat","ARUNACHAL PRADESH","EAST SIANG","ARUNACHAL PRADESH",25581,3,28.1,95.38,true
"PTG","Pratapgarh","UTTAR PRADESH","PRATAPGARH","EAST UTTAR PRADESH",73992,3,25.9,81.95,true
"PTL","Patiala","PUNJAB","PATIALA","PUNJAB",446246,2,30.33,76.47,true
"PTN","Patna","BIHAR","PATNA","BIHAR",1684297,1,25.6,85.1,true
"PUDUCHCHERI","Puducherry","PUDUCHERRY (UT)","PUDUCHERRY","TAMILNADU, PUDUCHERRY & KARAIKAL",657209,2,11.91,79.74,false
"PUDUKOTTAI","Pudukkottai","TAMILNADU","PUDUKKOTTAI","TAMILNADU, PUDUCHERRY & KARAIKAL",117630,3,10.29,78.85,false
"PULWAMA","Pulwama","JAMMU & KASHMIR (UT)","PULWAMA","JAMMU & KASHMIR AND LADAKH",21680,3,33.93,75.18,false
"PUNE","Pune","MAHARASHTRA","PUNE","MADHYA MAHARASHTRA",3124458,1,18.64,74.24,false
"PUR","Pauri","UTTARAKHAND","GARHWAL PAURI","UTTARAKHAND",27009,3,30.15,78.78,true
"PURBI-CHAMPARAN","East Champaran","BIHAR","EAST CHAMPARAN","BIHAR",126158,3,26.64,84.9,true
"PURI","Puri","ODISHA","PURI","ODISHA",200564,2,19.95,85.76,false
"PURNIA","Purnea","BIHAR","PURNEA","BIHAR",282248,2,25.78,87.43,false
"Palghar","Palghar","MAHARASHTRA","PALGHAR","KONKAN & GOA",1222390,1,19.6967,72.7699,true
"Panvel","Panvel","MAHARASHTRA","RAIGAD","KONKAN & GOA",195373,3,18.9894,73.1175,true
"Pirana","Pirana","GUJARAT","AHMEDABAD","GUJARAT REGION",6357693,0,22.9771,72.553,true
"Punpun_bihar","Jahanabad","BIHAR","JAHANABAD","BIHAR",103202,3,25.093,85.1147,false
"QZD","Qazigund","JAMMU & KASHMIR (UT)","ANANTNAG","JAMMU & KASHMIR AND LADAKH",150592,3,33.59,75.16,true
"RAEBARELI","Rae Bareilly","UTTAR PRADESH","RAE BAREILLY","EAST UTTAR PRADESH",186433,3,26.2,81.15,true
"RAICHUR","Raichur","KARNATAKA","RAICHUR","NORTHERN INTERIOR KARNATAKA",234073,2,16.06,76.92,false
"RAIGARH","Raigarh","CHHATTISGARH","RAIGARH","CHHATTISGARH",150019,3,22.07,83.37,true
"RAIGARH-MH","Raigad","MAHARASHTRA","RAIGAD","KONKAN & GOA",195373,3,18.49,73.25,false
"RAIPUR","Raipur","CHHATTISGARH","RAIPUR","CHHATTISGARH",1027264,1,21.3,81.86,true
"RAISEN","Raisen","MADHYA PRADESH","RAISEN","WEST MADHYA PRADESH",59654,3,23.27,78.09,false
"RAJANNA-SIRCILLA","Rajanna Sircilla","TELANGANA","RAJANNA SIRCILLA","TELANGANA",83186,3,18.45,78.77,true
"RAJGARH","Rajgarh","MADHYA PRADESH","RAJGARH","WEST MADHYA PRADESH",49093,3,23.77,76.81,false
"RAJKOT","Rajkot","GUJARAT","RAJKOT","SAURASHTRA & KUTCH",1390640,1,22.35,70.77,false
"RAJNANDGAON","Rajnandgaon","CHHATTISGARH","RAJNANDGAON","CHHATTISGARH",163114,3,21.07,80.81,true
"RAJOURI","Rajouri","JAMMU & KASHMIR (UT)","RAJOURI","JAMMU & KASHMIR AND LADAKH",29486,3,33.32,74.4,true
"RAJSAMAND","Rajsamand","RAJASTHAN","RAJSAMAND","EAST RAJASTHAN",67798,3,25.08,73.94,true
